epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202046,2020-11-10,244,SC,Florianópolis,4205407,city,23999,4716.54357,832,179,0,0.0075,508826,False,False
202046,2020-11-09,243,SC,Florianópolis,4205407,city,23167,4553.02992,83,179,2,0.0077,508826,False,False
202046,2020-11-08,242,SC,Florianópolis,4205407,city,23084,4536.71786,300,177,2,0.0077,508826,False,False
202045,2020-11-07,241,SC,Florianópolis,4205407,city,22784,4477.75861,453,175,0,0.0077,508826,False,False
202045,2020-11-06,240,SC,Florianópolis,4205407,city,22331,4388.73014,207,175,2,0.0078,508826,False,False
202045,2020-11-05,239,SC,Florianópolis,4205407,city,22124,4348.04825,301,173,3,0.0078,508826,False,False
202045,2020-11-04,238,SC,Florianópolis,4205407,city,21823,4288.89247,600,170,6,0.0078,508826,False,False
202045,2020-11-03,237,SC,Florianópolis,4205407,city,21223,4170.97397,276,164,0,0.0077,508826,False,False
202045,2020-11-02,236,SC,Florianópolis,4205407,city,20947,4116.73146,215,164,0,0.0078,508826,False,False
202045,2020-11-01,235,SC,Florianópolis,4205407,city,20732,4074.47733,305,164,0,0.0079,508826,False,False
202044,2020-10-31,234,SC,Florianópolis,4205407,city,20427,4014.53542,471,164,3,0.008,508826,False,False
202044,2020-10-30,233,SC,Florianópolis,4205407,city,19956,3921.9694,223,161,7,0.0081,508826,False,False
202044,2020-10-29,232,SC,Florianópolis,4205407,city,19733,3878.14302,358,154,0,0.0078,508826,False,False
202044,2020-10-28,231,SC,Florianópolis,4205407,city,19375,3807.78498,365,154,4,0.0079,508826,False,False
202044,2020-10-27,230,SC,Florianópolis,4205407,city,19010,3736.05122,643,150,2,0.0079,508826,False,False
202044,2020-10-26,229,SC,Florianópolis,4205407,city,18367,3609.6819,249,148,1,0.0081,508826,False,False
202044,2020-10-25,228,SC,Florianópolis,4205407,city,18118,3560.74572,173,147,0,0.0081,508826,False,False
202043,2020-10-24,227,SC,Florianópolis,4205407,city,17945,3526.74588,226,147,2,0.0082,508826,False,False
202043,2020-10-23,226,SC,Florianópolis,4205407,city,17719,3482.32991,272,145,0,0.0082,508826,False,False
202043,2020-10-22,225,SC,Florianópolis,4205407,city,17447,3428.87352,521,145,2,0.0083,508826,False,False
202043,2020-10-21,224,SC,Florianópolis,4205407,city,16926,3326.48096,96,143,0,0.0084,508826,False,False
202043,2020-10-20,223,SC,Florianópolis,4205407,city,16830,3307.614,421,143,2,0.0085,508826,False,False
202043,2020-10-19,222,SC,Florianópolis,4205407,city,16409,3224.87452,206,141,1,0.0086,508826,False,False
202043,2020-10-18,221,SC,Florianópolis,4205407,city,16203,3184.38916,112,140,0,0.0086,508826,False,False
202042,2020-10-17,220,SC,Florianópolis,4205407,city,16091,3162.37771,522,140,0,0.0087,508826,False,False
202042,2020-10-16,219,SC,Florianópolis,4205407,city,15569,3059.78861,210,140,0,0.009,508826,False,False
202042,2020-10-15,218,SC,Florianópolis,4205407,city,15359,3018.51714,132,140,1,0.0091,508826,False,False
202042,2020-10-14,217,SC,Florianópolis,4205407,city,15227,2992.57506,250,139,0,0.0091,508826,False,False
202042,2020-10-13,216,SC,Florianópolis,4205407,city,14977,2943.44236,37,139,1,0.0093,508826,False,False
202042,2020-10-12,215,SC,Florianópolis,4205407,city,14940,2936.17071,197,138,0,0.0092,508826,False,False
202042,2020-10-11,214,SC,Florianópolis,4205407,city,14743,2897.45414,162,138,0,0.0094,508826,False,False
202041,2020-10-10,213,SC,Florianópolis,4205407,city,14581,2865.61614,144,138,-1,0.0095,508826,False,False
202041,2020-10-09,212,SC,Florianópolis,4205407,city,14437,2837.3157,185,139,0,0.0096,508826,False,False
202041,2020-10-08,211,SC,Florianópolis,4205407,city,14252,2800.9575,151,139,0,0.0098,508826,False,False
202041,2020-10-07,210,SC,Florianópolis,4205407,city,14101,2771.28134,132,139,0,0.0099,508826,False,False
202041,2020-10-06,209,SC,Florianópolis,4205407,city,13969,2745.33927,211,139,0,0.01,508826,False,False
202041,2020-10-05,208,SC,Florianópolis,4205407,city,13758,2703.87126,134,139,1,0.0101,508826,False,False
202041,2020-10-04,207,SC,Florianópolis,4205407,city,13624,2677.53613,146,138,0,0.0101,508826,False,False
202040,2020-10-03,206,SC,Florianópolis,4205407,city,13478,2648.84263,81,138,1,0.0102,508826,False,False
202040,2020-10-02,205,SC,Florianópolis,4205407,city,13397,2632.92363,107,137,-1,0.0102,508826,False,False
202040,2020-10-01,204,SC,Florianópolis,4205407,city,13290,2611.89483,68,138,3,0.0104,508826,False,False
202040,2020-09-30,203,SC,Florianópolis,4205407,city,13222,2598.53074,64,135,0,0.0102,508826,False,False
202040,2020-09-29,202,SC,Florianópolis,4205407,city,13158,2585.95276,88,135,0,0.0103,508826,False,False
202040,2020-09-28,201,SC,Florianópolis,4205407,city,13070,2568.65805,76,135,1,0.0103,508826,False,False
202040,2020-09-27,200,SC,Florianópolis,4205407,city,12994,2553.7217,90,134,0,0.0103,508826,False,False
202039,2020-09-26,199,SC,Florianópolis,4205407,city,12904,2536.03393,62,134,0,0.0104,508826,False,False
202039,2020-09-25,198,SC,Florianópolis,4205407,city,12842,2523.84902,95,134,1,0.0104,508826,False,False
202039,2020-09-24,197,SC,Florianópolis,4205407,city,12747,2505.17859,48,133,1,0.0104,508826,False,False
202039,2020-09-23,196,SC,Florianópolis,4205407,city,12699,2495.74511,42,132,0,0.0104,508826,False,False
202039,2020-09-22,195,SC,Florianópolis,4205407,city,12657,2487.49081,108,132,2,0.0104,508826,False,False
202039,2020-09-21,194,SC,Florianópolis,4205407,city,12549,2466.26548,51,130,0,0.0104,508826,False,False
202039,2020-09-20,193,SC,Florianópolis,4205407,city,12498,2456.24241,21,130,0,0.0104,508826,False,False
202038,2020-09-19,192,SC,Florianópolis,4205407,city,12477,2452.11526,50,130,0,0.0104,508826,False,False
202038,2020-09-18,191,SC,Florianópolis,4205407,city,12427,2442.28872,112,130,0,0.0105,508826,False,False
202038,2020-09-17,190,SC,Florianópolis,4205407,city,12315,2420.27727,72,130,2,0.0106,508826,False,False
202038,2020-09-16,189,SC,Florianópolis,4205407,city,12243,2406.12705,48,128,1,0.0105,508826,False,False
202038,2020-09-15,188,SC,Florianópolis,4205407,city,12195,2396.69357,105,127,0,0.0104,508826,False,False
202038,2020-09-14,187,SC,Florianópolis,4205407,city,12090,2376.05783,70,127,2,0.0105,508826,False,False
202038,2020-09-13,186,SC,Florianópolis,4205407,city,12020,2362.30067,30,125,0,0.0104,508826,False,False
202037,2020-09-12,185,SC,Florianópolis,4205407,city,11990,2356.40474,63,125,-1,0.0104,508826,False,False
202037,2020-09-11,184,SC,Florianópolis,4205407,city,11927,2344.0233,70,126,0,0.0106,508826,False,False
202037,2020-09-10,183,SC,Florianópolis,4205407,city,11857,2330.26614,21,126,0,0.0106,508826,False,False
202037,2020-09-09,182,SC,Florianópolis,4205407,city,11836,2326.13899,123,126,2,0.0106,508826,False,False
202037,2020-09-08,181,SC,Florianópolis,4205407,city,11713,2301.9657,66,124,1,0.0106,508826,False,False
202037,2020-09-07,180,SC,Florianópolis,4205407,city,11647,2288.99467,88,123,0,0.0106,508826,False,False
202037,2020-09-06,179,SC,Florianópolis,4205407,city,11559,2271.69995,26,123,0,0.0106,508826,False,False
202036,2020-09-05,178,SC,Florianópolis,4205407,city,11533,2266.59015,22,123,-1,0.0107,508826,False,False
202036,2020-09-04,177,SC,Florianópolis,4205407,city,11511,2262.26647,88,124,1,0.0108,508826,False,False
202036,2020-09-03,176,SC,Florianópolis,4205407,city,11423,2244.97176,67,123,1,0.0108,508826,False,False
202036,2020-09-02,175,SC,Florianópolis,4205407,city,11356,2231.80419,99,122,5,0.0107,508826,False,False
202036,2020-09-01,174,SC,Florianópolis,4205407,city,11257,2212.34764,139,117,1,0.0104,508826,False,False
202036,2020-08-31,173,SC,Florianópolis,4205407,city,11118,2185.02985,2368,116,-1,0.0104,508826,False,False
202036,2020-08-30,172,SC,Florianópolis,4205407,city,8750,1719.64483,42,117,1,0.0134,508826,False,False
202035,2020-08-29,171,SC,Florianópolis,4205407,city,8708,1711.39053,3325,116,-1,0.0133,508826,False,False
202035,2020-08-28,170,SC,Florianópolis,4205407,city,5383,1057.9255,36,117,4,0.0217,508826,False,False
202035,2020-08-27,169,SC,Florianópolis,4205407,city,5347,1050.85039,12,113,2,0.0211,508826,False,False
202035,2020-08-26,168,SC,Florianópolis,4205407,city,5335,1048.49202,36,111,3,0.0208,508826,False,False
202035,2020-08-25,167,SC,Florianópolis,4205407,city,5299,1041.41691,47,108,2,0.0204,508826,False,False
202035,2020-08-24,166,SC,Florianópolis,4205407,city,5252,1032.17996,49,106,1,0.0202,508826,False,False
202035,2020-08-23,165,SC,Florianópolis,4205407,city,5203,1022.54995,13,105,1,0.0202,508826,False,False
202034,2020-08-22,164,SC,Florianópolis,4205407,city,5190,1019.99505,27,104,1,0.02,508826,False,False
202034,2020-08-21,163,SC,Florianópolis,4205407,city,5163,1014.68871,24,103,3,0.0199,508826,False,False
202034,2020-08-20,162,SC,Florianópolis,4205407,city,5139,1009.97197,29,100,0,0.0195,508826,False,False
202034,2020-08-19,161,SC,Florianópolis,4205407,city,5110,1004.27258,39,100,3,0.0196,508826,False,False
202034,2020-08-18,160,SC,Florianópolis,4205407,city,5071,996.60788,72,97,1,0.0191,508826,False,False
202034,2020-08-17,159,SC,Florianópolis,4205407,city,4999,982.45766,34,96,5,0.0192,508826,False,False
202034,2020-08-16,158,SC,Florianópolis,4205407,city,4965,975.77561,31,91,1,0.0183,508826,False,False
202033,2020-08-15,157,SC,Florianópolis,4205407,city,4934,969.68315,26,90,1,0.0182,508826,False,False
202033,2020-08-14,156,SC,Florianópolis,4205407,city,4908,964.57335,66,89,3,0.0181,508826,False,False
202033,2020-08-13,155,SC,Florianópolis,4205407,city,4842,951.60232,44,86,4,0.0178,508826,False,False
202033,2020-08-12,154,SC,Florianópolis,4205407,city,4798,942.95496,53,82,1,0.0171,508826,False,False
202033,2020-08-11,153,SC,Florianópolis,4205407,city,4745,932.53882,48,81,5,0.0171,508826,False,False
202033,2020-08-10,152,SC,Florianópolis,4205407,city,4697,923.10534,56,76,10,0.0162,508826,False,False
202033,2020-08-09,151,SC,Florianópolis,4205407,city,4641,912.09962,35,66,0,0.0142,508826,False,False
202032,2020-08-08,150,SC,Florianópolis,4205407,city,4606,905.22104,157,66,0,0.0143,508826,False,False
202032,2020-08-07,149,SC,Florianópolis,4205407,city,4449,874.3657,533,66,0,0.0148,508826,False,False
202032,2020-08-06,148,SC,Florianópolis,4205407,city,3916,769.61476,93,66,2,0.0169,508826,False,False
202032,2020-08-05,147,SC,Florianópolis,4205407,city,3823,751.33739,79,64,5,0.0167,508826,False,False
202032,2020-08-04,146,SC,Florianópolis,4205407,city,3744,735.81146,88,59,2,0.0158,508826,False,False
202032,2020-08-03,145,SC,Florianópolis,4205407,city,3656,718.51674,41,57,0,0.0156,508826,False,False
202032,2020-08-02,144,SC,Florianópolis,4205407,city,3615,710.45898,62,57,0,0.0158,508826,False,False
202031,2020-08-01,143,SC,Florianópolis,4205407,city,3553,698.27407,273,57,5,0.016,508826,False,False
202031,2020-07-31,142,SC,Florianópolis,4205407,city,3280,644.62115,0,52,0,0.0159,508826,False,True
202031,2020-07-30,141,SC,Florianópolis,4205407,city,3280,644.62115,65,52,3,0.0159,508826,False,False
202031,2020-07-29,140,SC,Florianópolis,4205407,city,3215,631.84664,70,49,3,0.0152,508826,False,False
202031,2020-07-28,139,SC,Florianópolis,4205407,city,3145,618.08948,95,46,1,0.0146,508826,False,False
202031,2020-07-27,138,SC,Florianópolis,4205407,city,3050,599.41905,56,45,1,0.0148,508826,False,False
202031,2020-07-26,137,SC,Florianópolis,4205407,city,2994,588.41333,63,44,1,0.0147,508826,False,False
202030,2020-07-25,136,SC,Florianópolis,4205407,city,2931,576.03189,84,43,2,0.0147,508826,False,False
202030,2020-07-24,135,SC,Florianópolis,4205407,city,2847,559.52329,93,41,0,0.0144,508826,False,False
202030,2020-07-23,134,SC,Florianópolis,4205407,city,2754,541.24593,94,41,2,0.0149,508826,False,False
202030,2020-07-22,133,SC,Florianópolis,4205407,city,2660,522.77203,82,39,1,0.0147,508826,False,False
202030,2020-07-21,132,SC,Florianópolis,4205407,city,2578,506.6565,61,38,0,0.0147,508826,False,False
202030,2020-07-20,131,SC,Florianópolis,4205407,city,2517,494.66812,22,38,0,0.0151,508826,False,False
202030,2020-07-19,130,SC,Florianópolis,4205407,city,2495,490.34444,71,38,1,0.0152,508826,False,False
202029,2020-07-18,129,SC,Florianópolis,4205407,city,2424,476.39075,34,37,2,0.0153,508826,False,False
202029,2020-07-17,128,SC,Florianópolis,4205407,city,2390,469.7087,69,35,5,0.0146,508826,False,False
202029,2020-07-16,127,SC,Florianópolis,4205407,city,2321,456.14807,28,30,0,0.0129,508826,False,False
202029,2020-07-15,126,SC,Florianópolis,4205407,city,2293,450.64521,85,30,0,0.0131,508826,False,False
202029,2020-07-14,125,SC,Florianópolis,4205407,city,2208,433.94009,106,30,2,0.0136,508826,False,False
202029,2020-07-13,124,SC,Florianópolis,4205407,city,2102,413.10782,38,28,2,0.0133,508826,False,False
202029,2020-07-12,123,SC,Florianópolis,4205407,city,2064,405.63965,23,26,0,0.0126,508826,False,False
202028,2020-07-11,122,SC,Florianópolis,4205407,city,2041,401.11944,61,26,3,0.0127,508826,False,False
202028,2020-07-10,121,SC,Florianópolis,4205407,city,1980,389.13106,75,23,1,0.0116,508826,False,False
202028,2020-07-09,120,SC,Florianópolis,4205407,city,1905,374.39125,49,22,2,0.0115,508826,False,False
202028,2020-07-08,119,SC,Florianópolis,4205407,city,1856,364.76123,75,20,0,0.0108,508826,False,False
202028,2020-07-07,118,SC,Florianópolis,4205407,city,1781,350.02142,50,20,0,0.0112,508826,False,False
202028,2020-07-06,117,SC,Florianópolis,4205407,city,1731,340.19488,71,20,2,0.0116,508826,False,False
202028,2020-07-05,116,SC,Florianópolis,4205407,city,1660,326.24119,58,18,0,0.0108,508826,False,False
202027,2020-07-04,115,SC,Florianópolis,4205407,city,1602,314.8424,46,18,0,0.0112,508826,False,False
202027,2020-07-03,114,SC,Florianópolis,4205407,city,1556,305.80198,55,18,1,0.0116,508826,False,False
202027,2020-07-02,113,SC,Florianópolis,4205407,city,1501,294.99279,33,17,3,0.0113,508826,False,False
202027,2020-07-01,112,SC,Florianópolis,4205407,city,1468,288.50727,30,14,0,0.0095,508826,False,False
202027,2020-06-30,111,SC,Florianópolis,4205407,city,1438,282.61134,59,14,1,0.0097,508826,False,False
202027,2020-06-29,110,SC,Florianópolis,4205407,city,1379,271.01603,34,13,0,0.0094,508826,False,False
202027,2020-06-28,109,SC,Florianópolis,4205407,city,1345,264.33398,20,13,0,0.0097,508826,False,False
202026,2020-06-27,108,SC,Florianópolis,4205407,city,1325,260.40336,46,13,0,0.0098,508826,False,False
202026,2020-06-26,107,SC,Florianópolis,4205407,city,1279,251.36294,29,13,0,0.0102,508826,False,False
202026,2020-06-25,106,SC,Florianópolis,4205407,city,1250,245.66355,42,13,0,0.0104,508826,False,False
202026,2020-06-24,105,SC,Florianópolis,4205407,city,1208,237.40925,27,13,0,0.0108,508826,False,False
202026,2020-06-23,104,SC,Florianópolis,4205407,city,1181,232.10292,59,13,3,0.011,508826,False,False
202026,2020-06-22,103,SC,Florianópolis,4205407,city,1122,220.5076,14,10,0,0.0089,508826,False,False
202026,2020-06-21,102,SC,Florianópolis,4205407,city,1108,217.75617,14,10,0,0.009,508826,False,False
202025,2020-06-20,101,SC,Florianópolis,4205407,city,1094,215.00474,42,10,0,0.0091,508826,False,False
202025,2020-06-19,100,SC,Florianópolis,4205407,city,1052,206.75044,38,10,1,0.0095,508826,False,False
202025,2020-06-18,99,SC,Florianópolis,4205407,city,1014,199.28227,14,9,0,0.0089,508826,False,False
202025,2020-06-17,98,SC,Florianópolis,4205407,city,1000,196.53084,40,9,0,0.009,508826,False,False
202025,2020-06-16,97,SC,Florianópolis,4205407,city,960,188.6696,17,9,0,0.0094,508826,False,False
202025,2020-06-15,96,SC,Florianópolis,4205407,city,943,185.32858,32,9,0,0.0095,508826,False,False
202025,2020-06-14,95,SC,Florianópolis,4205407,city,911,179.03959,1,9,0,0.0099,508826,False,False
202024,2020-06-13,94,SC,Florianópolis,4205407,city,910,178.84306,10,9,0,0.0099,508826,False,False
202024,2020-06-12,93,SC,Florianópolis,4205407,city,900,176.87775,20,9,0,0.01,508826,False,False
202024,2020-06-11,92,SC,Florianópolis,4205407,city,880,172.94714,14,9,1,0.0102,508826,False,False
202024,2020-06-10,91,SC,Florianópolis,4205407,city,866,170.19571,26,8,0,0.0092,508826,False,False
202024,2020-06-09,90,SC,Florianópolis,4205407,city,840,165.0859,33,8,0,0.0095,508826,False,False
202024,2020-06-08,89,SC,Florianópolis,4205407,city,807,158.60039,15,8,0,0.0099,508826,False,False
202024,2020-06-07,88,SC,Florianópolis,4205407,city,792,155.65242,9,8,0,0.0101,508826,False,False
202023,2020-06-06,87,SC,Florianópolis,4205407,city,783,153.88365,24,8,1,0.0102,508826,False,False
202023,2020-06-05,86,SC,Florianópolis,4205407,city,759,149.16691,32,7,0,0.0092,508826,False,False
202023,2020-06-04,85,SC,Florianópolis,4205407,city,727,142.87792,17,7,0,0.0096,508826,False,False
202023,2020-06-03,84,SC,Florianópolis,4205407,city,710,139.53689,13,7,0,0.0099,508826,False,False
202023,2020-06-02,83,SC,Florianópolis,4205407,city,697,136.98199,10,7,0,0.01,508826,False,False
202023,2020-06-01,82,SC,Florianópolis,4205407,city,687,135.01669,8,7,0,0.0102,508826,False,False
202023,2020-05-31,81,SC,Florianópolis,4205407,city,679,133.44444,22,7,0,0.0103,508826,False,False
202022,2020-05-30,80,SC,Florianópolis,4205407,city,657,129.12076,13,7,0,0.0107,508826,False,False
202022,2020-05-29,79,SC,Florianópolis,4205407,city,644,126.56586,3,7,0,0.0109,508826,False,False
202022,2020-05-28,78,SC,Florianópolis,4205407,city,641,125.97627,13,7,0,0.0109,508826,False,False
202022,2020-05-27,77,SC,Florianópolis,4205407,city,628,123.42137,6,7,0,0.0111,508826,False,False
202022,2020-05-26,76,SC,Florianópolis,4205407,city,622,122.24218,-6,7,0,0.0113,508826,False,False
202022,2020-05-25,75,SC,Florianópolis,4205407,city,628,123.42137,-16,7,0,0.0111,508826,False,False
202022,2020-05-24,74,SC,Florianópolis,4205407,city,644,126.56586,10,7,0,0.0109,508826,False,False
202021,2020-05-23,73,SC,Florianópolis,4205407,city,634,124.60055,-71,7,1,0.011,508826,False,False
202021,2020-05-22,72,SC,Florianópolis,4205407,city,705,138.55424,180,6,0,0.0085,508826,False,False
202021,2020-05-21,71,SC,Florianópolis,4205407,city,525,103.17869,1,6,0,0.0114,508826,False,False
202021,2020-05-20,70,SC,Florianópolis,4205407,city,524,102.98216,5,6,0,0.0115,508826,False,False
202021,2020-05-19,69,SC,Florianópolis,4205407,city,519,101.9995,24,6,0,0.0116,508826,False,False
202021,2020-05-18,68,SC,Florianópolis,4205407,city,495,97.28276,22,6,0,0.0121,508826,False,False
202021,2020-05-17,67,SC,Florianópolis,4205407,city,473,92.95909,0,6,0,0.0127,508826,False,False
202020,2020-05-16,66,SC,Florianópolis,4205407,city,473,92.95909,7,6,0,0.0127,508826,False,False
202020,2020-05-15,65,SC,Florianópolis,4205407,city,466,91.58337,14,6,0,0.0129,508826,False,False
202020,2020-05-14,64,SC,Florianópolis,4205407,city,452,88.83194,45,6,0,0.0133,508826,False,False
202020,2020-05-13,63,SC,Florianópolis,4205407,city,407,79.98805,9,6,0,0.0147,508826,False,False
202020,2020-05-12,62,SC,Florianópolis,4205407,city,398,78.21927,6,6,0,0.0151,508826,False,False
202020,2020-05-11,61,SC,Florianópolis,4205407,city,392,77.04009,6,6,0,0.0153,508826,False,False
202020,2020-05-10,60,SC,Florianópolis,4205407,city,386,75.8609,-1,6,0,0.0155,508826,False,False
202019,2020-05-09,59,SC,Florianópolis,4205407,city,387,76.05743,14,6,0,0.0155,508826,False,False
202019,2020-05-08,58,SC,Florianópolis,4205407,city,373,73.306,2,6,0,0.0161,508826,False,False
202019,2020-05-07,57,SC,Florianópolis,4205407,city,371,72.91294,-4,6,0,0.0162,508826,False,False
202019,2020-05-06,56,SC,Florianópolis,4205407,city,375,73.69906,6,6,0,0.016,508826,False,False
202019,2020-05-05,55,SC,Florianópolis,4205407,city,369,72.51988,16,6,0,0.0163,508826,False,False
202019,2020-05-04,54,SC,Florianópolis,4205407,city,353,69.37539,6,6,1,0.017,508826,False,False
202019,2020-05-03,53,SC,Florianópolis,4205407,city,347,68.1962,21,5,0,0.0144,508826,False,False
202018,2020-05-02,52,SC,Florianópolis,4205407,city,326,64.06905,6,5,0,0.0153,508826,False,False
202018,2020-05-01,51,SC,Florianópolis,4205407,city,320,62.88987,-94,5,0,0.0156,508826,False,False
202018,2020-04-30,50,SC,Florianópolis,4205407,city,414,81.36377,78,5,0,0.0121,508826,False,False
202018,2020-04-29,49,SC,Florianópolis,4205407,city,336,66.03436,2,5,0,0.0149,508826,False,False
202018,2020-04-28,48,SC,Florianópolis,4205407,city,334,65.6413,71,5,0,0.015,508826,False,False
202018,2020-04-27,47,SC,Florianópolis,4205407,city,263,51.68761,5,5,1,0.019,508826,False,False
202018,2020-04-26,46,SC,Florianópolis,4205407,city,258,50.70496,6,4,0,0.0155,508826,False,False
202017,2020-04-25,45,SC,Florianópolis,4205407,city,252,49.52577,1,4,0,0.0159,508826,False,False
202017,2020-04-24,44,SC,Florianópolis,4205407,city,251,49.32924,2,4,0,0.0159,508826,False,False
202017,2020-04-23,43,SC,Florianópolis,4205407,city,249,48.93618,5,4,0,0.0161,508826,False,False
202017,2020-04-22,42,SC,Florianópolis,4205407,city,244,47.95352,4,4,0,0.0164,508826,False,False
202017,2020-04-21,41,SC,Florianópolis,4205407,city,240,47.1674,2,4,1,0.0167,508826,False,False
202017,2020-04-20,40,SC,Florianópolis,4205407,city,238,46.77434,6,3,0,0.0126,508826,False,False
202017,2020-04-19,39,SC,Florianópolis,4205407,city,232,45.59515,8,3,0,0.0129,508826,False,False
202016,2020-04-18,38,SC,Florianópolis,4205407,city,224,44.02291,3,3,0,0.0134,508826,False,False
202016,2020-04-17,37,SC,Florianópolis,4205407,city,221,43.43332,2,3,0,0.0136,508826,False,False
202016,2020-04-16,36,SC,Florianópolis,4205407,city,219,43.04025,5,3,0,0.0137,508826,False,False
202016,2020-04-15,35,SC,Florianópolis,4205407,city,214,42.0576,7,3,0,0.014,508826,False,False
202016,2020-04-14,34,SC,Florianópolis,4205407,city,207,40.68188,8,3,0,0.0145,508826,False,False
202016,2020-04-13,33,SC,Florianópolis,4205407,city,199,39.10964,22,3,0,0.0151,508826,False,False
202016,2020-04-12,32,SC,Florianópolis,4205407,city,177,34.78596,4,3,0,0.0169,508826,False,False
202015,2020-04-11,31,SC,Florianópolis,4205407,city,173,33.99983,6,3,0,0.0173,508826,False,False
202015,2020-04-10,30,SC,Florianópolis,4205407,city,167,32.82065,1,3,0,0.018,508826,False,False
202015,2020-04-09,29,SC,Florianópolis,4205407,city,166,32.62412,43,3,0,0.0181,508826,False,False
202015,2020-04-08,28,SC,Florianópolis,4205407,city,123,24.17329,9,3,0,0.0244,508826,False,False
202015,2020-04-07,27,SC,Florianópolis,4205407,city,114,22.40452,15,3,1,0.0263,508826,False,False
202015,2020-04-06,26,SC,Florianópolis,4205407,city,99,19.45655,5,2,0,0.0202,508826,False,False
202015,2020-04-05,25,SC,Florianópolis,4205407,city,94,18.4739,3,2,0,0.0213,508826,False,False
202014,2020-04-04,24,SC,Florianópolis,4205407,city,91,17.88431,13,2,1,0.022,508826,False,False
202014,2020-04-03,23,SC,Florianópolis,4205407,city,78,15.32941,7,1,0,0.0128,508826,False,False
202014,2020-04-02,22,SC,Florianópolis,4205407,city,71,13.95369,11,1,1,0.0141,508826,False,False
202014,2020-04-01,21,SC,Florianópolis,4205407,city,60,11.79185,2,0,0,0.0,508826,False,False
202014,2020-03-31,20,SC,Florianópolis,4205407,city,58,11.39879,8,0,0,0.0,508826,False,False
202014,2020-03-30,19,SC,Florianópolis,4205407,city,50,9.82654,10,0,0,0.0,508826,False,False
202014,2020-03-29,18,SC,Florianópolis,4205407,city,40,7.86123,10,0,0,0.0,508826,False,False
202013,2020-03-28,17,SC,Florianópolis,4205407,city,30,5.89593,3,0,0,0.0,508826,False,False
202013,2020-03-27,16,SC,Florianópolis,4205407,city,27,5.30633,7,0,0,0.0,508826,False,False
202013,2020-03-26,15,SC,Florianópolis,4205407,city,20,3.93062,4,0,0,0.0,508826,False,False
202013,2020-03-25,14,SC,Florianópolis,4205407,city,16,3.14449,-4,0,0,0.0,508826,False,False
202013,2020-03-24,13,SC,Florianópolis,4205407,city,20,3.93062,5,0,0,0.0,508826,False,False
202013,2020-03-23,12,SC,Florianópolis,4205407,city,15,2.94796,5,0,0,0.0,508826,False,False
202013,2020-03-22,11,SC,Florianópolis,4205407,city,10,1.96531,0,0,0,0.0,508826,False,False
202012,2020-03-21,10,SC,Florianópolis,4205407,city,10,1.96531,0,0,0,0.0,508826,False,False
202012,2020-03-20,9,SC,Florianópolis,4205407,city,10,1.96531,4,0,0,0.0,508826,False,False
202012,2020-03-19,8,SC,Florianópolis,4205407,city,6,1.17919,1,0,0,0.0,508826,False,False
202012,2020-03-18,7,SC,Florianópolis,4205407,city,5,0.98265,2,0,0,0.0,508826,False,False
202012,2020-03-17,6,SC,Florianópolis,4205407,city,3,0.58959,0,0,0,0.0,508826,False,False
202012,2020-03-16,5,SC,Florianópolis,4205407,city,3,0.58959,1,0,0,0.0,508826,False,False
202012,2020-03-15,4,SC,Florianópolis,4205407,city,2,0.39306,0,0,0,0.0,508826,False,False
202011,2020-03-14,3,SC,Florianópolis,4205407,city,2,0.39306,0,0,0,0.0,508826,False,False
202011,2020-03-13,2,SC,Florianópolis,4205407,city,2,0.39306,0,0,0,0.0,508826,False,False
202011,2020-03-12,1,SC,Florianópolis,4205407,city,2,0.39306,2,0,0,0.0,508826,False,False
